date,customer_name,customer_email_id,customer_ph_no,sku,territory,salesperson,quantity
2016-01-01,customer_08,customer_08@xyz.com,9185018125,sku_13,territory_02,salesperson_02,195
2016-01-02,customer_03,customer_03@xyz.com,9137630126,sku_09,territory_04,salesperson_04,262
2016-01-02,customer_02,customer_02@xyz.com,9989276376,sku_13,territory_01,salesperson_01,155
2016-01-04,customer_02,customer_02@xyz.com,9989276376,sku_01,territory_01,salesperson_01,220
2016-01-07,customer_09,customer_09@xyz.com,9384829683,sku_11,territory_04,salesperson_04,188
2016-01-07,customer_05,customer_05@xyz.com,9266500302,sku_06,territory_01,salesperson_01,191
2016-01-09,customer_05,customer_05@xyz.com,9266500302,sku_04,territory_01,salesperson_01,196
2016-01-10,customer_09,customer_09@xyz.com,9384829683,sku_04,territory_04,salesperson_04,187
2016-01-10,customer_10,customer_10@xyz.com,9320333869,sku_12,territory_05,salesperson_05,262
2016-01-10,customer_07,customer_07@xyz.com,9861293383,sku_04,territory_02,salesperson_02,166
2016-01-11,customer_09,customer_09@xyz.com,9384829683,sku_15,territory_04,salesperson_04,246
2016-01-11,customer_02,customer_02@xyz.com,9989276376,sku_01,territory_01,salesperson_01,227
2016-01-12,customer_06,customer_06@xyz.com,9391709372,sku_13,territory_04,salesperson_04,234
2016-01-13,customer_03,customer_03@xyz.com,9137630126,sku_01,territory_04,salesperson_04,179
2016-01-14,customer_09,customer_09@xyz.com,9384829683,sku_10,territory_04,salesperson_04,122
2016-01-15,customer_10,customer_10@xyz.com,9320333869,sku_13,territory_05,salesperson_05,241
2016-01-16,customer_04,customer_04@xyz.com,9668096008,sku_11,territory_03,salesperson_03,335
2016-01-16,customer_07,customer_07@xyz.com,9861293383,sku_01,territory_02,salesperson_02,359
2016-01-16,customer_10,customer_10@xyz.com,9320333869,sku_15,territory_05,salesperson_05,332
2016-01-16,customer_10,customer_10@xyz.com,9320333869,sku_04,territory_05,salesperson_05,305
2016-01-16,customer_02,customer_02@xyz.com,9989276376,sku_03,territory_01,salesperson_01,251
2016-01-16,customer_02,customer_02@xyz.com,9989276376,sku_03,territory_01,salesperson_01,258
2016-01-17,customer_04,customer_04@xyz.com,9668096008,sku_08,territory_03,salesperson_03,324
2016-01-18,customer_08,customer_08@xyz.com,9185018125,sku_05,territory_02,salesperson_02,349
2016-01-19,customer_06,customer_06@xyz.com,9391709372,sku_04,territory_04,salesperson_04,214
2016-01-19,customer_01,customer_01@xyz.com,9456731900,sku_09,territory_01,salesperson_01,370
2016-01-20,customer_09,customer_09@xyz.com,9384829683,sku_10,territory_04,salesperson_04,276
2016-01-20,customer_08,customer_08@xyz.com,9185018125,sku_03,territory_02,salesperson_02,271
2016-01-21,customer_10,customer_10@xyz.com,9320333869,sku_11,territory_05,salesperson_05,271
2016-01-22,customer_06,customer_06@xyz.com,9391709372,sku_15,territory_04,salesperson_04,278
2016-01-22,customer_09,customer_09@xyz.com,9384829683,sku_10,territory_04,salesperson_04,295
2016-01-23,customer_08,customer_08@xyz.com,9185018125,sku_14,territory_02,salesperson_02,222
2016-01-23,customer_07,customer_07@xyz.com,9861293383,sku_01,territory_02,salesperson_02,371
2016-01-23,customer_02,customer_02@xyz.com,9989276376,sku_11,territory_01,salesperson_01,367
2016-01-24,customer_01,customer_01@xyz.com,9456731900,sku_15,territory_01,salesperson_01,248
2016-01-25,customer_03,customer_03@xyz.com,9137630126,sku_02,territory_04,salesperson_04,277
2016-01-25,customer_06,customer_06@xyz.com,9391709372,sku_11,territory_04,salesperson_04,327
2016-01-25,customer_09,customer_09@xyz.com,9384829683,sku_11,territory_04,salesperson_04,272
2016-01-25,customer_01,customer_01@xyz.com,9456731900,sku_06,territory_01,salesperson_01,205
2016-01-25,customer_10,customer_10@xyz.com,9320333869,sku_12,territory_05,salesperson_05,263
2016-01-26,customer_08,customer_08@xyz.com,9185018125,sku_07,territory_02,salesperson_02,385
2016-01-26,customer_04,customer_04@xyz.com,9668096008,sku_02,territory_03,salesperson_03,299
2016-01-27,customer_05,customer_05@xyz.com,9266500302,sku_03,territory_01,salesperson_01,271
2016-01-28,customer_06,customer_06@xyz.com,9391709372,sku_05,territory_04,salesperson_04,367
2016-01-28,customer_03,customer_03@xyz.com,9137630126,sku_06,territory_04,salesperson_04,365
2016-01-29,customer_08,customer_08@xyz.com,9185018125,sku_07,territory_02,salesperson_02,384
2016-01-30,customer_08,customer_08@xyz.com,9185018125,sku_04,territory_02,salesperson_02,232
2016-01-31,customer_02,customer_02@xyz.com,9989276376,sku_12,territory_01,salesperson_01,283
2016-01-31,customer_08,customer_08@xyz.com,9185018125,sku_01,territory_02,salesperson_02,241
2016-01-31,customer_03,customer_03@xyz.com,9137630126,sku_12,territory_04,salesperson_04,333
2016-02-01,customer_06,customer_06@xyz.com,9391709372,sku_04,territory_04,salesperson_04,273
2016-02-01,customer_03,customer_03@xyz.com,9137630126,sku_01,territory_04,salesperson_04,204
2016-02-01,customer_04,customer_04@xyz.com,9668096008,sku_06,territory_03,salesperson_03,219
2016-02-02,customer_05,customer_05@xyz.com,9266500302,sku_06,territory_01,salesperson_01,180
2016-02-02,customer_06,customer_06@xyz.com,9391709372,sku_08,territory_04,salesperson_04,288
2016-02-02,customer_05,customer_05@xyz.com,9266500302,sku_11,territory_01,salesperson_01,218
2016-02-03,customer_06,customer_06@xyz.com,9391709372,sku_05,territory_04,salesperson_04,102
2016-02-04,customer_10,customer_10@xyz.com,9320333869,sku_03,territory_05,salesperson_05,256
2016-02-04,customer_02,customer_02@xyz.com,9989276376,sku_12,territory_01,salesperson_01,218
2016-02-05,customer_03,customer_03@xyz.com,9137630126,sku_12,territory_04,salesperson_04,178
2016-02-07,customer_02,customer_02@xyz.com,9989276376,sku_09,territory_01,salesperson_01,181
2016-02-07,customer_05,customer_05@xyz.com,9266500302,sku_10,territory_01,salesperson_01,171
2016-02-08,customer_05,customer_05@xyz.com,9266500302,sku_05,territory_01,salesperson_01,212
2016-02-08,customer_09,customer_09@xyz.com,9384829683,sku_15,territory_04,salesperson_04,241
2016-02-08,customer_05,customer_05@xyz.com,9266500302,sku_14,territory_01,salesperson_01,178
2016-02-09,customer_04,customer_04@xyz.com,9668096008,sku_10,territory_03,salesperson_03,113
2016-02-11,customer_05,customer_05@xyz.com,9266500302,sku_05,territory_01,salesperson_01,223
2016-02-11,customer_10,customer_10@xyz.com,9320333869,sku_14,territory_05,salesperson_05,184
2016-02-11,customer_05,customer_05@xyz.com,9266500302,sku_05,territory_01,salesperson_01,226
2016-02-11,customer_07,customer_07@xyz.com,9861293383,sku_13,territory_02,salesperson_02,247
2016-02-12,customer_09,customer_09@xyz.com,9384829683,sku_12,territory_04,salesperson_04,209
2016-02-13,customer_03,customer_03@xyz.com,9137630126,sku_05,territory_04,salesperson_04,127
2016-02-13,customer_06,customer_06@xyz.com,9391709372,sku_03,territory_04,salesperson_04,144
2016-02-13,customer_05,customer_05@xyz.com,9266500302,sku_15,territory_01,salesperson_01,279
2016-02-13,customer_04,customer_04@xyz.com,9668096008,sku_15,territory_03,salesperson_03,289
2016-02-14,customer_04,customer_04@xyz.com,9668096008,sku_07,territory_03,salesperson_03,237
2016-02-14,customer_08,customer_08@xyz.com,9185018125,sku_12,territory_02,salesperson_02,183
2016-02-14,customer_05,customer_05@xyz.com,9266500302,sku_04,territory_01,salesperson_01,209
2016-02-14,customer_07,customer_07@xyz.com,9861293383,sku_07,territory_02,salesperson_02,145
2016-02-15,customer_04,customer_04@xyz.com,9668096008,sku_06,territory_03,salesperson_03,308
2016-02-15,customer_03,customer_03@xyz.com,9137630126,sku_13,territory_04,salesperson_04,221
2016-02-15,customer_03,customer_03@xyz.com,9137630126,sku_12,territory_04,salesperson_04,322
2016-02-16,customer_05,customer_05@xyz.com,9266500302,sku_04,territory_01,salesperson_01,410
2016-02-17,customer_09,customer_09@xyz.com,9384829683,sku_07,territory_04,salesperson_04,316
2016-02-17,customer_02,customer_02@xyz.com,9989276376,sku_12,territory_01,salesperson_01,208
2016-02-17,customer_04,customer_04@xyz.com,9668096008,sku_14,territory_03,salesperson_03,238
2016-02-18,customer_03,customer_03@xyz.com,9137630126,sku_03,territory_04,salesperson_04,383
2016-02-20,customer_03,customer_03@xyz.com,9137630126,sku_13,territory_04,salesperson_04,237
2016-02-20,customer_02,customer_02@xyz.com,9989276376,sku_12,territory_01,salesperson_01,239
2016-02-22,customer_02,customer_02@xyz.com,9989276376,sku_11,territory_01,salesperson_01,385
2016-02-22,customer_08,customer_08@xyz.com,9185018125,sku_10,territory_02,salesperson_02,372
2016-02-22,customer_10,customer_10@xyz.com,9320333869,sku_07,territory_05,salesperson_05,385
2016-02-22,customer_05,customer_05@xyz.com,9266500302,sku_10,territory_01,salesperson_01,267
2016-02-22,customer_05,customer_05@xyz.com,9266500302,sku_15,territory_01,salesperson_01,200
2016-02-23,customer_04,customer_04@xyz.com,9668096008,sku_05,territory_03,salesperson_03,259
2016-02-23,customer_02,customer_02@xyz.com,9989276376,sku_13,territory_01,salesperson_01,348
2016-02-23,customer_10,customer_10@xyz.com,9320333869,sku_01,territory_05,salesperson_05,287
2016-02-23,customer_07,customer_07@xyz.com,9861293383,sku_07,territory_02,salesperson_02,263
2016-02-24,customer_01,customer_01@xyz.com,9456731900,sku_14,territory_01,salesperson_01,262
2016-02-24,customer_06,customer_06@xyz.com,9391709372,sku_07,territory_04,salesperson_04,243
2016-02-25,customer_06,customer_06@xyz.com,9391709372,sku_07,territory_04,salesperson_04,247
2016-02-25,customer_04,customer_04@xyz.com,9668096008,sku_01,territory_03,salesperson_03,283
2016-02-25,customer_03,customer_03@xyz.com,9137630126,sku_09,territory_04,salesperson_04,307
2016-02-25,customer_04,customer_04@xyz.com,9668096008,sku_07,territory_03,salesperson_03,235
2016-02-26,customer_06,customer_06@xyz.com,9391709372,sku_10,territory_04,salesperson_04,211
2016-02-26,customer_04,customer_04@xyz.com,9668096008,sku_10,territory_03,salesperson_03,264
2016-02-26,customer_06,customer_06@xyz.com,9391709372,sku_06,territory_04,salesperson_04,307
2016-02-28,customer_06,customer_06@xyz.com,9391709372,sku_04,territory_04,salesperson_04,330
2016-02-28,customer_07,customer_07@xyz.com,9861293383,sku_15,territory_02,salesperson_02,311
2016-02-28,customer_09,customer_09@xyz.com,9384829683,sku_15,territory_04,salesperson_04,233
2016-02-28,customer_07,customer_07@xyz.com,9861293383,sku_01,territory_02,salesperson_02,240
2016-03-01,customer_01,customer_01@xyz.com,9456731900,sku_03,territory_01,salesperson_01,168
2016-03-01,customer_09,customer_09@xyz.com,9384829683,sku_07,territory_04,salesperson_04,173
2016-03-02,customer_07,customer_07@xyz.com,9861293383,sku_02,territory_02,salesperson_02,178
2016-03-03,customer_09,customer_09@xyz.com,9384829683,sku_12,territory_04,salesperson_04,106
2016-03-03,customer_04,customer_04@xyz.com,9668096008,sku_13,territory_03,salesperson_03,195
2016-03-04,customer_04,customer_04@xyz.com,9668096008,sku_01,territory_03,salesperson_03,232
2016-03-04,customer_08,customer_08@xyz.com,9185018125,sku_07,territory_02,salesperson_02,240
2016-03-04,customer_02,customer_02@xyz.com,9989276376,sku_09,territory_01,salesperson_01,208
2016-03-05,customer_05,customer_05@xyz.com,9266500302,sku_15,territory_01,salesperson_01,254
2016-03-06,customer_03,customer_03@xyz.com,9137630126,sku_07,territory_04,salesperson_04,121
2016-03-06,customer_08,customer_08@xyz.com,9185018125,sku_09,territory_02,salesperson_02,232
2016-03-07,customer_02,customer_02@xyz.com,9989276376,sku_04,territory_01,salesperson_01,259
2016-03-07,customer_09,customer_09@xyz.com,9384829683,sku_10,territory_04,salesperson_04,237
2016-03-08,customer_04,customer_04@xyz.com,9668096008,sku_05,territory_03,salesperson_03,116
2016-03-09,customer_05,customer_05@xyz.com,9266500302,sku_10,territory_01,salesperson_01,184
2016-03-09,customer_06,customer_06@xyz.com,9391709372,sku_01,territory_04,salesperson_04,271
2016-03-10,customer_08,customer_08@xyz.com,9185018125,sku_02,territory_02,salesperson_02,178
2016-03-10,customer_10,customer_10@xyz.com,9320333869,sku_04,territory_05,salesperson_05,271
2016-03-10,customer_01,customer_01@xyz.com,9456731900,sku_10,territory_01,salesperson_01,162
2016-03-11,customer_04,customer_04@xyz.com,9668096008,sku_04,territory_03,salesperson_03,120
2016-03-12,customer_03,customer_03@xyz.com,9137630126,sku_02,territory_04,salesperson_04,218
2016-03-12,customer_04,customer_04@xyz.com,9668096008,sku_13,territory_03,salesperson_03,223
2016-03-12,customer_07,customer_07@xyz.com,9861293383,sku_09,territory_02,salesperson_02,219
2016-03-13,customer_05,customer_05@xyz.com,9266500302,sku_06,territory_01,salesperson_01,118
2016-03-13,customer_04,customer_04@xyz.com,9668096008,sku_05,territory_03,salesperson_03,106
2016-03-14,customer_03,customer_03@xyz.com,9137630126,sku_06,territory_04,salesperson_04,184
2016-03-14,customer_02,customer_02@xyz.com,9989276376,sku_14,territory_01,salesperson_01,240
2016-03-14,customer_06,customer_06@xyz.com,9391709372,sku_14,territory_04,salesperson_04,186
2016-03-15,customer_09,customer_09@xyz.com,9384829683,sku_15,territory_04,salesperson_04,252
2016-03-15,customer_07,customer_07@xyz.com,9861293383,sku_10,territory_02,salesperson_02,184
2016-03-16,customer_04,customer_04@xyz.com,9668096008,sku_01,territory_03,salesperson_03,319
2016-03-16,customer_07,customer_07@xyz.com,9861293383,sku_11,territory_02,salesperson_02,368
2016-03-17,customer_04,customer_04@xyz.com,9668096008,sku_08,territory_03,salesperson_03,295
2016-03-18,customer_07,customer_07@xyz.com,9861293383,sku_05,territory_02,salesperson_02,214
2016-03-18,customer_06,customer_06@xyz.com,9391709372,sku_15,territory_04,salesperson_04,272
2016-03-19,customer_01,customer_01@xyz.com,9456731900,sku_01,territory_01,salesperson_01,363
2016-03-20,customer_08,customer_08@xyz.com,9185018125,sku_10,territory_02,salesperson_02,256
2016-03-22,customer_07,customer_07@xyz.com,9861293383,sku_09,territory_02,salesperson_02,331
2016-03-22,customer_04,customer_04@xyz.com,9668096008,sku_08,territory_03,salesperson_03,302
2016-03-22,customer_02,customer_02@xyz.com,9989276376,sku_13,territory_01,salesperson_01,270
2016-03-23,customer_05,customer_05@xyz.com,9266500302,sku_03,territory_01,salesperson_01,385
2016-03-24,customer_06,customer_06@xyz.com,9391709372,sku_03,territory_04,salesperson_04,268
2016-03-24,customer_04,customer_04@xyz.com,9668096008,sku_02,territory_03,salesperson_03,297
2016-03-24,customer_09,customer_09@xyz.com,9384829683,sku_10,territory_04,salesperson_04,383
2016-03-24,customer_10,customer_10@xyz.com,9320333869,sku_08,territory_05,salesperson_05,318
2016-03-26,customer_02,customer_02@xyz.com,9989276376,sku_09,territory_01,salesperson_01,418
2016-03-27,customer_04,customer_04@xyz.com,9668096008,sku_01,territory_03,salesperson_03,280
2016-03-27,customer_05,customer_05@xyz.com,9266500302,sku_09,territory_01,salesperson_01,399
2016-03-28,customer_10,customer_10@xyz.com,9320333869,sku_15,territory_05,salesperson_05,340
2016-03-28,customer_02,customer_02@xyz.com,9989276376,sku_04,territory_01,salesperson_01,398
2016-03-28,customer_03,customer_03@xyz.com,9137630126,sku_07,territory_04,salesperson_04,394
2016-03-28,customer_07,customer_07@xyz.com,9861293383,sku_08,territory_02,salesperson_02,346
2016-03-29,customer_09,customer_09@xyz.com,9384829683,sku_13,territory_04,salesperson_04,238
2016-03-29,customer_06,customer_06@xyz.com,9391709372,sku_03,territory_04,salesperson_04,266
2016-03-30,customer_08,customer_08@xyz.com,9185018125,sku_14,territory_02,salesperson_02,268
