date,customer_name,customer_email_id,customer_ph_no,sku,territory,salesperson,quantity
2018-01-02,customer_01,customer_01@xyz.com,9043931318,sku_09,territory_03,salesperson_03,97
2018-01-02,customer_11,customer_11@xyz.com,9120138209,sku_04,territory_02,salesperson_02,89
2018-01-03,customer_06,customer_06@xyz.com,9562174179,sku_21,territory_01,salesperson_01,74
2018-01-03,customer_14,customer_14@xyz.com,9653837293,sku_11,territory_02,salesperson_02,62
2018-01-04,customer_10,customer_10@xyz.com,9943301838,sku_02,territory_01,salesperson_01,81
2018-01-04,customer_12,customer_12@xyz.com,9004497775,sku_22,territory_05,salesperson_05,91
2018-01-05,customer_02,customer_02@xyz.com,9262490696,sku_02,territory_02,salesperson_02,70
2018-01-06,customer_14,customer_14@xyz.com,9653837293,sku_07,territory_02,salesperson_02,67
2018-01-06,customer_10,customer_10@xyz.com,9943301838,sku_01,territory_01,salesperson_01,82
2018-01-07,customer_14,customer_14@xyz.com,9653837293,sku_14,territory_02,salesperson_02,94
2018-01-08,customer_12,customer_12@xyz.com,9004497775,sku_16,territory_05,salesperson_05,147
2018-01-09,customer_09,customer_09@xyz.com,9297274110,sku_17,territory_04,salesperson_04,143
2018-01-09,customer_06,customer_06@xyz.com,9562174179,sku_11,territory_01,salesperson_01,169
2018-01-10,customer_14,customer_14@xyz.com,9653837293,sku_03,territory_02,salesperson_02,189
2018-01-10,customer_12,customer_12@xyz.com,9004497775,sku_24,territory_05,salesperson_05,111
2018-01-12,customer_01,customer_01@xyz.com,9043931318,sku_01,territory_03,salesperson_03,117
2018-01-14,customer_12,customer_12@xyz.com,9004497775,sku_19,territory_05,salesperson_05,103
2018-01-14,customer_09,customer_09@xyz.com,9297274110,sku_22,territory_04,salesperson_04,137
2018-01-15,customer_11,customer_11@xyz.com,9120138209,sku_12,territory_02,salesperson_02,121
2018-01-15,customer_14,customer_14@xyz.com,9653837293,sku_16,territory_02,salesperson_02,188
2018-01-16,customer_01,customer_01@xyz.com,9043931318,sku_03,territory_03,salesperson_03,366
2018-01-17,customer_15,customer_15@xyz.com,9592555263,sku_04,territory_01,salesperson_01,306
2018-01-17,customer_15,customer_15@xyz.com,9592555263,sku_03,territory_01,salesperson_01,367
2018-01-17,customer_10,customer_10@xyz.com,9943301838,sku_19,territory_01,salesperson_01,367
2018-01-18,customer_12,customer_12@xyz.com,9004497775,sku_15,territory_05,salesperson_05,241
2018-01-20,customer_07,customer_07@xyz.com,9945519187,sku_23,territory_01,salesperson_01,260
2018-01-20,customer_13,customer_13@xyz.com,9813408165,sku_03,territory_05,salesperson_05,255
2018-01-20,customer_09,customer_09@xyz.com,9297274110,sku_07,territory_04,salesperson_04,337
2018-01-21,customer_10,customer_10@xyz.com,9943301838,sku_22,territory_01,salesperson_01,402
2018-01-22,customer_06,customer_06@xyz.com,9562174179,sku_08,territory_01,salesperson_01,225
2018-01-23,customer_02,customer_02@xyz.com,9262490696,sku_11,territory_02,salesperson_02,347
2018-01-23,customer_05,customer_05@xyz.com,9793954050,sku_06,territory_03,salesperson_03,351
2018-01-27,customer_13,customer_13@xyz.com,9813408165,sku_11,territory_05,salesperson_05,418
2018-01-28,customer_06,customer_06@xyz.com,9562174179,sku_17,territory_01,salesperson_01,489
2018-01-29,customer_15,customer_15@xyz.com,9592555263,sku_17,territory_01,salesperson_01,550
2018-01-29,customer_08,customer_08@xyz.com,9702439628,sku_04,territory_05,salesperson_05,456
2018-01-31,customer_05,customer_05@xyz.com,9793954050,sku_22,territory_03,salesperson_03,407
2018-01-31,customer_04,customer_04@xyz.com,9367845312,sku_06,territory_01,salesperson_01,433
2018-02-01,customer_03,customer_03@xyz.com,9622928160,sku_05,territory_01,salesperson_01,67
2018-02-02,customer_15,customer_15@xyz.com,9592555263,sku_23,territory_01,salesperson_01,75
2018-02-02,customer_05,customer_05@xyz.com,9793954050,sku_12,territory_03,salesperson_03,70
2018-02-03,customer_03,customer_03@xyz.com,9622928160,sku_13,territory_01,salesperson_01,105
2018-02-05,customer_12,customer_12@xyz.com,9004497775,sku_14,territory_05,salesperson_05,78
2018-02-06,customer_09,customer_09@xyz.com,9297274110,sku_11,territory_04,salesperson_04,102
2018-02-07,customer_13,customer_13@xyz.com,9813408165,sku_13,territory_05,salesperson_05,100
2018-02-08,customer_04,customer_04@xyz.com,9367845312,sku_22,territory_01,salesperson_01,146
2018-02-08,customer_15,customer_15@xyz.com,9592555263,sku_09,territory_01,salesperson_01,132
2018-02-11,customer_06,customer_06@xyz.com,9562174179,sku_25,territory_01,salesperson_01,112
2018-02-11,customer_10,customer_10@xyz.com,9943301838,sku_05,territory_01,salesperson_01,162
2018-02-12,customer_02,customer_02@xyz.com,9262490696,sku_13,territory_02,salesperson_02,187
2018-02-13,customer_02,customer_02@xyz.com,9262490696,sku_20,territory_02,salesperson_02,136
2018-02-13,customer_02,customer_02@xyz.com,9262490696,sku_08,territory_02,salesperson_02,118
2018-02-13,customer_13,customer_13@xyz.com,9813408165,sku_21,territory_05,salesperson_05,144
2018-02-15,customer_13,customer_13@xyz.com,9813408165,sku_18,territory_05,salesperson_05,361
2018-02-15,customer_04,customer_04@xyz.com,9367845312,sku_17,territory_01,salesperson_01,354
2018-02-15,customer_01,customer_01@xyz.com,9043931318,sku_18,territory_03,salesperson_03,275
2018-02-15,customer_02,customer_02@xyz.com,9262490696,sku_01,territory_02,salesperson_02,382
2018-02-15,customer_11,customer_11@xyz.com,9120138209,sku_18,territory_02,salesperson_02,246
2018-02-16,customer_01,customer_01@xyz.com,9043931318,sku_12,territory_03,salesperson_03,281
2018-02-16,customer_14,customer_14@xyz.com,9653837293,sku_18,territory_02,salesperson_02,252
2018-02-17,customer_06,customer_06@xyz.com,9562174179,sku_25,territory_01,salesperson_01,216
2018-02-18,customer_01,customer_01@xyz.com,9043931318,sku_15,territory_03,salesperson_03,217
2018-02-18,customer_15,customer_15@xyz.com,9592555263,sku_14,territory_01,salesperson_01,203
2018-02-19,customer_11,customer_11@xyz.com,9120138209,sku_11,territory_02,salesperson_02,258
2018-02-19,customer_05,customer_05@xyz.com,9793954050,sku_24,territory_03,salesperson_03,224
2018-02-19,customer_02,customer_02@xyz.com,9262490696,sku_24,territory_02,salesperson_02,231
2018-02-19,customer_15,customer_15@xyz.com,9592555263,sku_17,territory_01,salesperson_01,291
2018-02-19,customer_11,customer_11@xyz.com,9120138209,sku_19,territory_02,salesperson_02,321
2018-02-20,customer_15,customer_15@xyz.com,9592555263,sku_03,territory_01,salesperson_01,374
2018-02-20,customer_08,customer_08@xyz.com,9702439628,sku_20,territory_05,salesperson_05,369
2018-02-21,customer_06,customer_06@xyz.com,9562174179,sku_24,territory_01,salesperson_01,320
2018-02-24,customer_09,customer_09@xyz.com,9297274110,sku_21,territory_04,salesperson_04,468
2018-02-24,customer_10,customer_10@xyz.com,9943301838,sku_01,territory_01,salesperson_01,495
2018-02-24,customer_05,customer_05@xyz.com,9793954050,sku_12,territory_03,salesperson_03,495
2018-02-25,customer_07,customer_07@xyz.com,9945519187,sku_11,territory_01,salesperson_01,524
2018-02-25,customer_02,customer_02@xyz.com,9262490696,sku_13,territory_02,salesperson_02,403
2018-02-26,customer_11,customer_11@xyz.com,9120138209,sku_17,territory_02,salesperson_02,448
2018-02-27,customer_15,customer_15@xyz.com,9592555263,sku_16,territory_01,salesperson_01,420
2018-02-28,customer_04,customer_04@xyz.com,9367845312,sku_25,territory_01,salesperson_01,574
2018-02-28,customer_03,customer_03@xyz.com,9622928160,sku_13,territory_01,salesperson_01,486
2018-03-01,customer_03,customer_03@xyz.com,9622928160,sku_17,territory_01,salesperson_01,67
2018-03-02,customer_01,customer_01@xyz.com,9043931318,sku_05,territory_03,salesperson_03,55
2018-03-03,customer_14,customer_14@xyz.com,9653837293,sku_05,territory_02,salesperson_02,64
2018-03-03,customer_14,customer_14@xyz.com,9653837293,sku_12,territory_02,salesperson_02,93
2018-03-03,customer_01,customer_01@xyz.com,9043931318,sku_23,territory_03,salesperson_03,84
2018-03-03,customer_06,customer_06@xyz.com,9562174179,sku_09,territory_01,salesperson_01,91
2018-03-04,customer_11,customer_11@xyz.com,9120138209,sku_14,territory_02,salesperson_02,59
2018-03-05,customer_01,customer_01@xyz.com,9043931318,sku_04,territory_03,salesperson_03,80
2018-03-05,customer_14,customer_14@xyz.com,9653837293,sku_09,territory_02,salesperson_02,91
2018-03-08,customer_06,customer_06@xyz.com,9562174179,sku_16,territory_01,salesperson_01,160
2018-03-08,customer_13,customer_13@xyz.com,9813408165,sku_18,territory_05,salesperson_05,154
2018-03-08,customer_01,customer_01@xyz.com,9043931318,sku_13,territory_03,salesperson_03,149
2018-03-09,customer_01,customer_01@xyz.com,9043931318,sku_16,territory_03,salesperson_03,159
2018-03-09,customer_12,customer_12@xyz.com,9004497775,sku_24,territory_05,salesperson_05,115
2018-03-10,customer_11,customer_11@xyz.com,9120138209,sku_02,territory_02,salesperson_02,171
2018-03-10,customer_03,customer_03@xyz.com,9622928160,sku_17,territory_01,salesperson_01,149
2018-03-10,customer_07,customer_07@xyz.com,9945519187,sku_14,territory_01,salesperson_01,160
2018-03-12,customer_14,customer_14@xyz.com,9653837293,sku_20,territory_02,salesperson_02,185
2018-03-12,customer_14,customer_14@xyz.com,9653837293,sku_19,territory_02,salesperson_02,137
2018-03-12,customer_05,customer_05@xyz.com,9793954050,sku_18,territory_03,salesperson_03,118
2018-03-12,customer_15,customer_15@xyz.com,9592555263,sku_23,territory_01,salesperson_01,184
2018-03-13,customer_13,customer_13@xyz.com,9813408165,sku_01,territory_05,salesperson_05,181
2018-03-13,customer_03,customer_03@xyz.com,9622928160,sku_22,territory_01,salesperson_01,160
2018-03-15,customer_04,customer_04@xyz.com,9367845312,sku_23,territory_01,salesperson_01,179
2018-03-16,customer_04,customer_04@xyz.com,9367845312,sku_04,territory_01,salesperson_01,284
2018-03-16,customer_10,customer_10@xyz.com,9943301838,sku_14,territory_01,salesperson_01,235
2018-03-17,customer_15,customer_15@xyz.com,9592555263,sku_20,territory_01,salesperson_01,344
2018-03-20,customer_09,customer_09@xyz.com,9297274110,sku_09,territory_04,salesperson_04,234
2018-03-20,customer_08,customer_08@xyz.com,9702439628,sku_09,territory_05,salesperson_05,299
2018-03-21,customer_15,customer_15@xyz.com,9592555263,sku_11,territory_01,salesperson_01,319
2018-03-21,customer_01,customer_01@xyz.com,9043931318,sku_05,territory_03,salesperson_03,327
2018-03-21,customer_07,customer_07@xyz.com,9945519187,sku_10,territory_01,salesperson_01,323
2018-03-22,customer_01,customer_01@xyz.com,9043931318,sku_15,territory_03,salesperson_03,217
2018-03-22,customer_04,customer_04@xyz.com,9367845312,sku_06,territory_01,salesperson_01,293
2018-03-24,customer_04,customer_04@xyz.com,9367845312,sku_07,territory_01,salesperson_01,426
2018-03-24,customer_09,customer_09@xyz.com,9297274110,sku_24,territory_04,salesperson_04,493
2018-03-24,customer_07,customer_07@xyz.com,9945519187,sku_02,territory_01,salesperson_01,574
2018-03-26,customer_06,customer_06@xyz.com,9562174179,sku_03,territory_01,salesperson_01,452
2018-03-26,customer_12,customer_12@xyz.com,9004497775,sku_16,territory_05,salesperson_05,426
2018-03-26,customer_11,customer_11@xyz.com,9120138209,sku_18,territory_02,salesperson_02,599
2018-03-26,customer_10,customer_10@xyz.com,9943301838,sku_03,territory_01,salesperson_01,449
2018-03-27,customer_02,customer_02@xyz.com,9262490696,sku_02,territory_02,salesperson_02,479
2018-03-28,customer_13,customer_13@xyz.com,9813408165,sku_17,territory_05,salesperson_05,488
2018-03-29,customer_14,customer_14@xyz.com,9653837293,sku_16,territory_02,salesperson_02,513
2018-03-29,customer_07,customer_07@xyz.com,9945519187,sku_10,territory_01,salesperson_01,464
2018-03-29,customer_13,customer_13@xyz.com,9813408165,sku_03,territory_05,salesperson_05,410
2018-03-30,customer_13,customer_13@xyz.com,9813408165,sku_17,territory_05,salesperson_05,478
2018-03-30,customer_11,customer_11@xyz.com,9120138209,sku_10,territory_02,salesperson_02,479
2018-03-31,customer_14,customer_14@xyz.com,9653837293,sku_03,territory_02,salesperson_02,596
2018-03-31,customer_04,customer_04@xyz.com,9367845312,sku_04,territory_01,salesperson_01,516
2018-03-31,customer_15,customer_15@xyz.com,9592555263,sku_04,territory_01,salesperson_01,569
2018-03-31,customer_14,customer_14@xyz.com,9653837293,sku_02,territory_02,salesperson_02,589
2018-04-02,customer_09,customer_09@xyz.com,9297274110,sku_23,territory_04,salesperson_04,80
2018-04-02,customer_02,customer_02@xyz.com,9262490696,sku_17,territory_02,salesperson_02,90
2018-04-02,customer_02,customer_02@xyz.com,9262490696,sku_15,territory_02,salesperson_02,81
2018-04-04,customer_02,customer_02@xyz.com,9262490696,sku_16,territory_02,salesperson_02,78
2018-04-04,customer_12,customer_12@xyz.com,9004497775,sku_12,territory_05,salesperson_05,102
2018-04-04,customer_11,customer_11@xyz.com,9120138209,sku_19,territory_02,salesperson_02,100
2018-04-05,customer_12,customer_12@xyz.com,9004497775,sku_05,territory_05,salesperson_05,101
2018-04-06,customer_15,customer_15@xyz.com,9592555263,sku_04,territory_01,salesperson_01,53
2018-04-06,customer_04,customer_04@xyz.com,9367845312,sku_18,territory_01,salesperson_01,90
2018-04-08,customer_03,customer_03@xyz.com,9622928160,sku_03,territory_01,salesperson_01,202
2018-04-08,customer_05,customer_05@xyz.com,9793954050,sku_12,territory_03,salesperson_03,176
2018-04-08,customer_01,customer_01@xyz.com,9043931318,sku_03,territory_03,salesperson_03,126
2018-04-09,customer_04,customer_04@xyz.com,9367845312,sku_25,territory_01,salesperson_01,92
2018-04-10,customer_08,customer_08@xyz.com,9702439628,sku_24,territory_05,salesperson_05,172
2018-04-10,customer_06,customer_06@xyz.com,9562174179,sku_18,territory_01,salesperson_01,148
2018-04-11,customer_12,customer_12@xyz.com,9004497775,sku_14,territory_05,salesperson_05,132
2018-04-11,customer_04,customer_04@xyz.com,9367845312,sku_16,territory_01,salesperson_01,160
2018-04-13,customer_10,customer_10@xyz.com,9943301838,sku_25,territory_01,salesperson_01,152
2018-04-13,customer_05,customer_05@xyz.com,9793954050,sku_12,territory_03,salesperson_03,162
2018-04-14,customer_03,customer_03@xyz.com,9622928160,sku_01,territory_01,salesperson_01,225
2018-04-15,customer_06,customer_06@xyz.com,9562174179,sku_05,territory_01,salesperson_01,226
2018-04-15,customer_13,customer_13@xyz.com,9813408165,sku_14,territory_05,salesperson_05,339
2018-04-15,customer_11,customer_11@xyz.com,9120138209,sku_02,territory_02,salesperson_02,237
2018-04-15,customer_15,customer_15@xyz.com,9592555263,sku_25,territory_01,salesperson_01,300
2018-04-15,customer_14,customer_14@xyz.com,9653837293,sku_15,territory_02,salesperson_02,383
2018-04-16,customer_01,customer_01@xyz.com,9043931318,sku_15,territory_03,salesperson_03,208
2018-04-16,customer_02,customer_02@xyz.com,9262490696,sku_22,territory_02,salesperson_02,396
2018-04-18,customer_09,customer_09@xyz.com,9297274110,sku_09,territory_04,salesperson_04,223
2018-04-19,customer_03,customer_03@xyz.com,9622928160,sku_19,territory_01,salesperson_01,257
2018-04-19,customer_04,customer_04@xyz.com,9367845312,sku_13,territory_01,salesperson_01,295
2018-04-21,customer_05,customer_05@xyz.com,9793954050,sku_25,territory_03,salesperson_03,313
2018-04-21,customer_10,customer_10@xyz.com,9943301838,sku_03,territory_01,salesperson_01,215
2018-04-22,customer_13,customer_13@xyz.com,9813408165,sku_23,territory_05,salesperson_05,215
2018-04-23,customer_05,customer_05@xyz.com,9793954050,sku_03,territory_03,salesperson_03,420
2018-04-24,customer_14,customer_14@xyz.com,9653837293,sku_01,territory_02,salesperson_02,536
